order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD002682,1,CREDIT_CARD,11,6653.04
ORD002683,1,wallet,1,4030.97
ORD002684,1,wallet,1,1587.78
ORD002685,1,net_banking,1,4760.31
ORD002686,1,wallet,1,3841.36
ORD002687,1,debit_card,1,3097.8
ORD002688,1,debit_card,1,4505.08
ORD002689,1,upi,1,2701.31
ORD002690,1,net_banking,1,9691.65
ORD002691,1,upi,1,4446.14
ORD002692,1,credit_card,6,5123.4
ORD002693,1,debit_card,1,1499.75
ORD002694,1,wallet,1,3053.24
ORD002695,1,net_banking,1,1486.8
ORD002695,2,credit_card,5,1037.31
ORD002696,1,wallet,1,2565.71
ORD002696,2,debit_card,1,1132.38
ORD002696,3,debit_card,1,1196.35
ORD002697,1,,1,93.29
ORD002697,2,debit_card,1,0.0
ORD002698,1,wallet,1,3844.54
ORD002699,1,debit_card,1,6911.34
ORD002700,1,wallet,1,7867.36
ORD002701,1,upi,1,4635.36
ORD002702,1,debit_card,1,75.37
ORD002702,2,wallet,1,1049.84
ORD002703,1,wallet,1,9682.06
ORD002704,1,debit_card,1,1399.88
ORD002705,1,upi,1,274.38
ORD002705,2,credit_card,11,3429.95
ORD002705,3,debit_card,1,4425.03
ORD002706,1,debit_card,1,7704.2
ORD002707,1,debit_card,1,8292.19
ORD002708,1,upi,1,5902.28
ORD002709,1,debit_card,1,551.32
ORD002709,2,debit_card,1,158.7
ORD002709,3,debit_card,1,1026.4
ORD002710,1,net_banking,1,5133.5
ORD002711,1,wallet,1,7315.77
ORD002712,1,debit_card,1,9347.41
ORD002713,1,net_banking,1,7952.76
ORD002714,1,credit_card,1,7593.07
ORD002715,1,upi,1,5940.36
ORD002716,1,credit_card,2,701.15
ORD002716,2,debit_card,1,8159.63
ORD002717,1,net_banking,1,8675.79
ORD002718,1,debit_card,1,9068.81
ORD002719,1,upi,1,1581.78
ORD002720,1,debit_card,1,1972.21
ORD002721,1,upi,1,229.41
ORD002722,1,debit_card,1,2630.88
ORD002723,1,upi,1,1398.63
ORD002723,2,wallet,1,1804.32
ORD002724,1,upi,1,7899.58
ORD002725,1,debit_card,1,7450.39
ORD002726,1,credit_card,4,6061.6
ORD002727,1,net_banking,1,76.0
ORD002727,2,upi,1,44.87
ORD002727,3,debit_card,1,-10.99
ORD002728,1,net_banking,1,3980.65
ORD002729,1,net_banking,1,4547.43
ORD002730,1,credit_card,5,3696.42
ORD002731,1,wallet,1,9920.1
ORD002732,1,upi,1,795.72
ORD002733,1,debit_card,1,7717.55
ORD002734,1,credit_card,12,6127.16
ORD002735,1,debit_card,1,7389.2
ORD002736,1,credit_card,8,9679.73
ORD002737,1,wallet,1,0.0
ORD002738,1,wallet,1,6428.04
ORD002739,1,debit_card,1,1938.1
ORD002739,2,,1,1733.01
ORD002739,3,credit_card,3,813.65
ORD002740,1,net_banking,1,5247.71
ORD002741,1,net_banking,1,1853.66
ORD002742,1,debit_card,1,6811.44
ORD002743,1,upi,1,1103.32
ORD002744,1,wallet,1,2983.56
ORD002744,2,upi,1,0.0
ORD002744,3,credit_card,11,1951.85
ORD002745,1,upi,1,8778.6
ORD002746,1,wallet,1,109.63
ORD002747,1,DEBIT_CARD,1,7459.5
ORD002748,1,debit_card,1,5157.99
ORD002749,1,wallet,1,713.98
ORD002749,2,credit_card,12,1776.5
ORD002750,1,wallet,1,1516.61
ORD002751,1,upi,1,3372.92
ORD002751,2,wallet,1,5236.78
ORD002752,1,wallet,1,0.0
ORD002753,1,debit_card,1,4535.1
ORD002754,1,net_banking,1,6966.84
ORD002755,1,credit_card,10,7705.84
ORD002756,1,upi,1,319.52
ORD002757,1,debit_card,1,6912.78
ORD002758,1,wallet,1,3211.62
ORD002758,2,net_banking,1,350.12
ORD002758,3,net_banking,1,4647.62
ORD002759,1,net_banking,1,5605.79
ORD002760,1,upi,1,964.51
ORD002760,2,credit_card,2,401.59
ORD002760,3,debit_card,1,2173.16
ORD002761,1,upi,1,8759.43
ORD002762,1,net_banking,1,4366.89
ORD002763,1,net_banking,1,3130.89
ORD002763,2,wallet,1,3048.82
ORD002764,1,debit_card,1,2519.12
ORD002765,1,wallet,1,2543.83
ORD002765,2,wallet,1,7435.64
ORD002766,1,debit_card,1,356.74
ORD002767,1,debit_card,1,5000.08
ORD002768,1,upi,1,7073.69
ORD002769,1,wallet,1,3999.09
ORD002770,1,upi,1,4571.86
ORD002771,1,upi,1,2775.72
ORD002771,2,,1,0.0
ORD002772,1,net_banking,1,875.84
ORD002773,1,net_banking,1,828.23
ORD002774,1,net_banking,1,5290.06
ORD002775,1,net_banking,1,947.39
ORD002775,2,net_banking,1,696.2
ORD002775,3,debit_card,1,1630.04
ORD002776,1,net_banking,1,7318.67
ORD002777,1,wallet,1,3128.42
ORD002777,2,upi,1,3285.0
ORD002778,1,credit_card,10,8408.21
ORD002779,1,net_banking,1,2459.7
ORD002780,1,wallet,1,8316.35
ORD002781,1,net_banking,1,140.26
ORD002781,2,net_banking,1,1157.54
ORD002782,1,upi,1,2167.12
ORD002783,1,net_banking,1,648.0
ORD002784,1,debit_card,1,9443.26
ORD002785,1,wallet,1,6112.45
ORD002786,1,net_banking,1,1126.66
ORD002786,2,wallet,1,8354.24
ORD002787,1,CREDIT_CARD,5,9236.66
ORD002788,1,credit_card,9,3830.84
ORD002789,1,wallet,1,389.09
ORD002789,2,credit_card,8,2298.29
ORD002789,3,credit_card,5,3820.57
ORD002790,1,debit_card,1,7224.2
ORD002791,1,net_banking,1,3831.03
ORD002792,1,upi,1,7686.58
ORD002793,1,debit_card,1,2790.36
ORD002794,1,credit_card,3,6664.35
ORD002795,1,credit_card,4,3123.58
ORD002796,1,net_banking,1,782.23
ORD002796,2,credit_card,4,1760.92
ORD002796,3,wallet,1,3618.51
ORD002797,1,wallet,1,6690.62
ORD002798,1,debit_card,1,4847.01
ORD002799,1,NET_BANKING,1,1139.44
ORD002800,1,upi,1,206.29
ORD002801,1,net_banking,1,2439.8
ORD002801,2,credit_card,2,7460.58
ORD002802,1,upi,1,3258.55
ORD002803,1,wallet,1,5932.73
ORD002804,1,wallet,1,2828.14
ORD002805,1,net_banking,1,7460.41
ORD002806,1,wallet,1,8808.96
ORD002807,1,credit_card,10,1590.63
ORD002807,2,debit_card,-2,3053.17
ORD002808,1,debit_card,1,1450.12
ORD002808,2,debit_card,1,1525.65
ORD002808,3,net_banking,1,1482.25
ORD002809,1,net_banking,1,1139.59
ORD002809,2,net_banking,1,815.17
ORD002810,1,net_banking,1,4856.81
ORD002811,1,wallet,1,9067.11
ORD002812,1,credit_card,2,8341.81
ORD002813,1,debit_card,1,864.37
ORD002814,1,upi,1,4982.25
ORD002815,1,credit_card,1,7947.5
ORD002816,1,debit_card,1,6290.25
ORD002817,1,debit_card,1,6571.2
ORD002818,1,net_banking,1,8053.21
ORD002819,1,wallet,1,7906.06
ORD002820,1,debit_card,1,7266.98
ORD002821,1,upi,1,2457.56
ORD002822,1,net_banking,1,6989.44
ORD002823,1,wallet,1,9464.72
ORD002824,1,upi,1,8886.01
ORD002825,1,upi,1,307.41
ORD002826,1,wallet,1,1645.51
ORD002827,1,credit_card,9,544.32
ORD002827,2,credit_card,9,344.67
ORD002828,1,net_banking,1,2048.12
ORD002828,2,credit_card,1,7702.55
ORD002829,1,debit_card,1,3838.92
ORD002830,1,net_banking,1,1386.35
ORD002831,1,debit_card,1,5153.71
ORD002832,1,upi,1,6233.99
ORD002833,1,wallet,1,5114.72
ORD002834,1,wallet,1,4935.82
ORD002835,1,net_banking,1,239.0
ORD002835,2,net_banking,1,528.45
ORD002835,3,debit_card,1,3841.28
ORD002836,1,wallet,1,286.89
ORD002836,2,wallet,1,188.08
ORD002837,1,credit_card,7,1204.3
ORD002838,1,upi,1,283.7
ORD002839,1,debit_card,1,8678.01
ORD002840,1,debit_card,1,616.84
ORD002840,2,wallet,1,113.0
ORD002840,3,debit_card,1,320.42
ORD002841,1,net_banking,1,6816.9
ORD002842,1,net_banking,1,6697.65
ORD002843,1,net_banking,1,8640.14
ORD002844,1,upi,1,7851.0
ORD002845,1,debit_card,1,1347.51
ORD002846,1,credit_card,7,5568.13
ORD002847,1,credit_card,1,9445.4
ORD002848,1,wallet,1,9933.82
ORD002849,1,wallet,1,7894.05
ORD002850,1,,1,1285.77
ORD002851,1,credit_card,8,4563.91
ORD002852,1,debit_card,1,613.12
ORD002853,1,upi,1,5009.59
ORD002854,1,net_banking,-2,0.0
ORD002855,1,upi,1,5758.68
ORD002856,1,debit_card,1,6912.75
ORD002857,1,debit_card,1,5389.63
ORD002858,1,upi,1,382.25
ORD002859,1,credit_card,11,7208.71
ORD002860,1,,1,3276.4
ORD002860,2,wallet,1,3621.64
ORD002861,1,debit_card,1,4226.56
ORD002862,1,wallet,1,3379.53
ORD002863,1,net_banking,1,608.57
ORD002863,2,net_banking,1,499.44
ORD002864,1,net_banking,1,1082.04
ORD002864,2,wallet,1,7214.63
ORD002865,1,wallet,1,7556.61
ORD002866,1,debit_card,1,0.0
ORD002867,1,debit_card,1,8966.08
ORD002868,1,debit_card,1,7842.21
ORD002869,1,credit_card,6,4799.53
ORD002870,1,credit_card,10,3737.74
ORD002871,1,net_banking,1,3360.23
ORD002872,1,credit_card,9,997.86
ORD002873,1,credit_card,9,1905.2
ORD002874,1,wallet,1,4897.87
ORD002875,1,upi,1,2619.28
ORD002876,1,net_banking,1,4226.67
ORD002877,1,net_banking,1,3366.19
ORD002878,1,wallet,1,5467.44
ORD002879,1,net_banking,1,9624.0
ORD002880,1,debit_card,1,1979.94
ORD002881,1,net_banking,1,2124.23
ORD002882,1,wallet,1,1534.87
ORD002883,1,wallet,1,1771.9
ORD002884,1,net_banking,1,1228.24
ORD002885,1,wallet,1,4476.33
ORD002886,1,upi,1,4806.48
ORD002887,1,upi,1,9538.9
ORD002888,1,net_banking,1,256.36
ORD002888,2,debit_card,1,212.76
ORD002888,3,credit_card,3,479.93
ORD002889,1,debit_card,1,4311.59
ORD002890,1,upi,1,9464.45
ORD002891,1,wallet,1,2195.54
ORD002892,1,net_banking,1,7255.89
ORD002893,1,debit_card,1,1633.58
ORD002894,1,credit_card,1,1410.89
ORD002895,1,wallet,1,2140.83
ORD002896,1,upi,1,7729.16
ORD002897,1,net_banking,1,7263.95
ORD002898,1,net_banking,1,6424.72
ORD002899,1,debit_card,1,9723.49
ORD002900,1,net_banking,1,4530.49
ORD002901,1,wallet,1,6904.38
ORD002902,1,net_banking,1,5634.53
ORD002903,1,upi,1,6897.27
ORD002904,1,wallet,1,260.1
ORD002905,1,upi,1,4070.36
ORD002906,1,net_banking,1,573.98
ORD002906,2,net_banking,1,5621.65
ORD002907,1,net_banking,1,3526.55
ORD002908,1,upi,1,1592.11
ORD002909,1,net_banking,1,1217.27
ORD002910,1,upi,1,2081.43
ORD002911,1,credit_card,5,2049.27
ORD002911,2,credit_card,8,1623.74
ORD002912,1,credit_card,5,3747.43
ORD002913,1,wallet,1,8753.01
ORD002914,1,net_banking,1,6537.17
ORD002915,1,net_banking,1,8610.35
ORD002916,1,debit_card,1,5763.85
ORD002917,1,debit_card,1,8950.7
ORD002918,1,net_banking,1,9145.65
ORD002919,1,net_banking,1,1979.87
ORD002920,1,credit_card,12,2657.4
ORD002921,1,debit_card,1,2432.17
ORD002922,1,debit_card,-2,3689.81
ORD002923,1,credit_card,11,7235.27
ORD002924,1,debit_card,1,5919.91
ORD002925,1,upi,1,2553.97
ORD002926,1,net_banking,1,2306.7
ORD002927,1,credit_card,1,304.65
ORD002927,2,net_banking,1,205.89
ORD002927,3,debit_card,1,582.09
ORD002928,1,net_banking,1,7352.46
ORD002929,1,upi,1,0.0
ORD002930,1,wallet,1,2318.42
ORD002931,1,debit_card,1,2395.2
ORD002931,2,net_banking,1,1114.04
ORD002932,1,upi,1,6588.76
ORD002933,1,upi,-2,737.43
ORD002934,1,debit_card,1,8488.13
ORD002935,1,wallet,1,7498.81
ORD002936,1,credit_card,2,1931.66
ORD002937,1,upi,1,7469.78
ORD002938,1,debit_card,1,1144.1
ORD002939,1,debit_card,1,9637.84
ORD002940,1,wallet,1,3117.75
ORD002941,1,debit_card,1,8782.54
ORD002942,1,wallet,1,6855.36
ORD002943,1,credit_card,12,8677.8
ORD002944,1,wallet,1,9044.3
ORD002945,1,upi,1,1726.41
ORD002946,1,wallet,1,4848.97
ORD002947,1,wallet,1,5955.97
ORD002948,1,wallet,1,8582.7
ORD002949,1,upi,1,1035.62
ORD002950,1,debit_card,1,652.9
ORD002950,2,net_banking,1,4777.69
ORD002950,3,debit_card,1,3122.74
ORD002951,1,credit_card,4,5398.3
ORD002952,1,credit_card,6,5158.98
ORD002953,1,wallet,1,9023.2
ORD002954,1,net_banking,1,728.81
ORD002954,2,credit_card,12,111.41
ORD002954,3,upi,1,356.24
ORD002955,1,wallet,1,412.74
ORD002956,1,net_banking,1,1780.09
ORD002956,2,upi,1,2867.72
ORD002957,1,wallet,1,9998.85
ORD002958,1,debit_card,1,9351.47
ORD002959,1,wallet,1,5505.68
ORD002960,1,credit_card,2,7566.38
ORD002961,1,upi,1,7066.73
ORD002962,1,upi,1,8050.17
ORD002963,1,debit_card,1,6299.7
ORD002964,1,net_banking,1,2762.37
ORD002965,1,upi,1,5991.69
ORD002966,1,net_banking,1,5380.82
ORD002967,1,credit_card,1,9583.29
ORD002968,1,wallet,1,5815.74
ORD002969,1,credit_card,12,1350.77
ORD002970,1,debit_card,1,8827.65
ORD002971,1,debit_card,1,8050.64
ORD002972,1, debit_card ,1,4873.9
ORD002973,1,credit_card,8,306.21
ORD002973,2,net_banking,1,8309.59
ORD002974,1,upi,1,2899.65
ORD002975,1,debit_card,1,1898.7
ORD002975,2,upi,1,1373.91
ORD002975,3,debit_card,1,4117.24
ORD002976,1,credit_card,2,3821.92
ORD002977,1, wallet ,1,6402.85
ORD002978,1,debit_card,1,198.24
ORD002979,1,debit_card,1,2576.62
ORD002980,1,net_banking,1,538.85
ORD002981,1,upi,1,2699.33
ORD002982,1,credit_card,8,9343.12
ORD002983,1,upi,1,241.41
ORD002983,2,wallet,1,251.71
ORD002984,1,debit_card,1,7790.2
ORD002985,1,debit_card,1,5784.39
ORD002986,1,net_banking,1,8240.18
ORD002987,1,debit_card,1,351.0
ORD002987,2,credit_card,11,2287.44
ORD002987,3,credit_card,2,4385.46
ORD002988,1,credit_card,10,3640.03
ORD002989,1,credit_card,5,1220.79
ORD002990,1,credit_card,8,5606.33
ORD002991,1,debit_card,1,7444.37
ORD002992,1,upi,1,4256.49
ORD002993,1,debit_card,1,5191.01
ORD002994,1,debit_card,1,8146.34
ORD002995,1,credit_card,1,6472.54
ORD002996,1,debit_card,1,647.44
ORD002997,1,debit_card,1,2382.44
ORD002997,2,wallet,1,2195.33
ORD002998,1,upi,1,4396.43
ORD002999,1,upi,1,3341.34
ORD003000,1,upi,1,9040.28
ORD003001,1,wallet,1,8571.46
ORD003002,1,credit_card,7,5032.98
ORD003003,1,debit_card,1,8399.71
ORD003004,1,net_banking,1,8861.09
ORD003005,1,debit_card,1,3827.69
ORD003006,1,wallet,1,604.77
ORD003006,2,upi,1,2094.53
ORD003006,3,net_banking,1,1219.19
ORD003007,1,net_banking,1,1562.71
ORD003008,1,debit_card,1,1023.85
ORD003009,1,net_banking,1,4223.04
ORD003010,1,wallet,1,6970.69
ORD003011,1,upi,1,191.5
ORD003012,1,credit_card,4,6483.08
ORD003013,1,wallet,1,6553.12
ORD003014,1,net_banking,-2,3322.41
ORD003015,1,wallet,1,4408.02
ORD003016,1,wallet,1,258.07
ORD003016,2,wallet,1,6085.59
ORD003017,1,,1,4910.19
ORD003018,1,wallet,1,3638.41
ORD003019,1,credit_card,3,1961.32
ORD003019,2,net_banking,1,2060.86
ORD003020,1,net_banking,1,1384.67
ORD003021,1,credit_card,3,4523.75
ORD003022,1,net_banking,1,60.53
ORD003022,2,,1,464.33
ORD003022,3,upi,1,579.19
ORD003023,1,net_banking,1,4734.43
ORD003024,1,credit_card,10,254.68
ORD003024,2,debit_card,1,1545.6
ORD003024,3,net_banking,1,5268.6
ORD003025,1,wallet,1,6602.23
ORD003026,1,credit_card,7,1414.89
ORD003027,1,,6,1175.38
ORD003028,1,net_banking,1,6771.28
ORD003029,1,net_banking,1,600.78
ORD003030,1,upi,1,2048.55
ORD003031,1,net_banking,1,1117.11
ORD003031,2,upi,1,4758.96
ORD003032,1,credit_card,2,6302.97
ORD003033,1,credit_card,7,163.9
ORD003034,1,net_banking,1,1504.29
ORD003035,1,upi,1,8919.42
ORD003036,1,upi,1,1781.5
ORD003036,2,credit_card,2,2583.9
ORD003037,1,upi,1,1181.01
ORD003038,1,wallet,1,7062.71
ORD003039,1,upi,1,9977.31
ORD003040,1,debit_card,1,1545.43
ORD003041,1,net_banking,1,7604.79
ORD003042,1,upi,1,4286.1
ORD003043,1,upi,1,2172.69
ORD003044,1,wallet,1,3432.73
ORD003045,1,wallet,1,4992.52
ORD003046,1,net_banking,1,7075.79
ORD003047,1,credit_card,10,0.0
ORD003048,1,upi,1,3378.81
ORD003049,1,upi,1,5837.8
ORD003050,1,wallet,1,6210.88
ORD003051,1,credit_card,11,8728.59
ORD003052,1,credit_card,7,3524.25
ORD003052,2,credit_card,11,3051.78
ORD003052,3,net_banking,1,2913.22
ORD003053,1,upi,1,2834.54
ORD003054,1,upi,1,1284.27
ORD003054,2,debit_card,1,738.43
ORD003055,1,upi,1,410.97
ORD003055,2,wallet,1,3202.69
ORD003056,1,net_banking,1,4849.86
ORD003057,1,wallet,1,9660.79
ORD003058,1,debit_card,1,9661.38
ORD003059,1,debit_card,1,7004.84
ORD003060,1,wallet,1,1293.02
ORD003060,2,net_banking,1,1057.09
ORD003061,1,credit_card,10,7337.51
ORD003062,1,debit_card,1,4657.29
ORD003063,1,upi,1,7918.64
ORD003064,1, upi ,1,721.59
ORD003064,2,debit_card,1,3898.66
ORD003065,1,debit_card,1,4168.01
ORD003066,1,,1,7475.73
ORD003067,1,upi,1,9949.47
ORD003068,1,wallet,1,1896.5
ORD003069,1,net_banking,1,7712.72
ORD003070,1,wallet,1,2530.15
ORD003071,1,wallet,1,142.5
ORD003072,1,debit_card,1,2685.66
ORD003073,1,upi,1,378.24
ORD003073,2,upi,1,244.23
ORD003073,3,upi,1,188.64
ORD003074,1,debit_card,1,7957.56
ORD003075,1,credit_card,11,780.44
ORD003076,1,wallet,1,9714.79
ORD003077,1,debit_card,1,2303.85
ORD003077,2,net_banking,1,1731.65
ORD003078,1,debit_card,1,6222.92
ORD003079,1,debit_card,1,4511.4
ORD003080,1,upi,1,7640.74
ORD003081,1,net_banking,1,492.83
ORD003081,2,debit_card,1,655.6
ORD003081,3,debit_card,1,384.58
ORD003082,1,upi,1,7206.43
ORD003083,1,debit_card,1,1235.16
ORD003084,1,debit_card,1,1682.36
ORD003085,1,debit_card,1,6345.94
ORD003086,1,wallet,1,4545.24
ORD003087,1,debit_card,1,6808.96
ORD003088,1,credit_card,11,1868.26
ORD003089,1,net_banking,1,8707.46
ORD003090,1,upi,1,8038.62
ORD003091,1,credit_card,1,4478.36
ORD003092,1,wallet,1,965.44
ORD003093,1,net_banking,1,7291.53
ORD003094,1,,11,4562.2
ORD003095,1,debit_card,1,2344.67
ORD003096,1,net_banking,1,2902.22
ORD003097,1,wallet,1,4957.76
ORD003098,1,net_banking,1,9009.77
ORD003099,1,credit_card,8,8982.34
ORD003100,1,credit_card,10,5538.13
ORD003101,1,wallet,1,1406.81
ORD003102,1,wallet,1,5921.4
ORD003103,1,credit_card,3,3384.91
ORD003104,1,credit_card,1,6357.43
ORD003105,1,credit_card,12,3246.84
ORD003106,1,credit_card,12,5961.06
ORD003107,1,wallet,1,5830.75
ORD003108,1,net_banking,1,2867.91
ORD003109,1,wallet,1,7797.36
ORD003110,1,net_banking,1,3516.63
ORD003111,1,debit_card,1,3756.53
ORD003112,1,wallet,1,2697.17
ORD003113,1,upi,1,7456.73
ORD003114,1,net_banking,1,3766.48
ORD003115,1,credit_card,12,4538.92
ORD003116,1,upi,1,1806.79
ORD003117,1,net_banking,-2,3854.35
ORD003118,1,credit_card,9,5222.66
ORD003118,2,,2,3739.08
ORD003119,1,credit_card,5,4050.89
ORD003120,1,wallet,1,4688.61
ORD003121,1,upi,1,848.95
ORD003122,1,debit_card,1,5390.3
ORD003123,1,wallet,1,657.57
ORD003124,1,debit_card,1,5227.93
ORD003125,1,credit_card,12,5235.98
ORD003126,1,credit_card,1,7375.77
ORD003127,1,debit_card,1,3120.45
ORD003127,2,net_banking,1,4166.38
ORD003127,3,net_banking,1,2588.84
ORD003128,1,debit_card,1,735.7
ORD003129,1,debit_card,1,7912.31
ORD003130,1,net_banking,1,2568.68
ORD003131,1,upi,1,1936.43
ORD003132,1,debit_card,1,2693.92
ORD003133,1,net_banking,1,3896.83
ORD003134,1,credit_card,9,8655.24
ORD003135,1,debit_card,1,9450.11
ORD003136,1, wallet ,1,2452.02
ORD003136,2,wallet,1,2800.12
ORD003136,3,debit_card,1,3611.9
ORD003137,1,upi,1,2143.92
ORD003138,1,upi,1,6578.73
ORD003139,1,net_banking,1,2184.28
ORD003140,1,net_banking,1,5071.56
ORD003141,1,net_banking,1,2506.31
ORD003142,1,wallet,1,2120.73
ORD003143,1,net_banking,1,3176.15
ORD003144,1,net_banking,1,6403.88
ORD003145,1,debit_card,1,719.19
ORD003145,2,net_banking,1,3363.77
ORD003146,1,wallet,1,1125.94
ORD003147,1,debit_card,1,2967.83
ORD003147,2,debit_card,1,2253.41
ORD003147,3,upi,1,2326.1
ORD003148,1,debit_card,1,7983.56
ORD003149,1, net_banking ,1,3217.71
ORD003150,1,wallet,1,4674.24
ORD003151,1,credit_card,10,9985.57
ORD003152,1,upi,1,3128.65
ORD003152,2,upi,1,177.32
ORD003152,3,debit_card,1,2402.58
ORD003153,1,debit_card,1,3287.93
ORD003154,1,wallet,1,2932.16
ORD003155,1,debit_card,1,7379.67
ORD003156,1,debit_card,1,258.88
ORD003157,1,net_banking,1,8852.84
ORD003158,1,net_banking,1,445.32
ORD003158,2,debit_card,1,212.92
ORD003158,3,wallet,1,4256.35
ORD003159,1,net_banking,1,6893.87
ORD003160,1,credit_card,11,626.36
ORD003161,1,debit_card,1,2290.85
ORD003162,1,net_banking,1,4104.25
ORD003163,1,credit_card,7,516.97
ORD003163,2,debit_card,1,967.25
ORD003164,1,upi,1,6326.58
ORD003165,1,UPI,1,1705.5
ORD003165,2,net_banking,1,870.97
ORD003166,1,debit_card,1,1378.11
ORD003167,1,wallet,1,3032.72
ORD003168,1,wallet,1,2305.37
ORD003168,2,net_banking,1,2199.09
ORD003168,3,credit_card,6,4257.12
ORD003169,1,credit_card,3,571.91
ORD003170,1,wallet,1,1875.6
ORD003171,1,debit_card,1,391.45
ORD003171,2,net_banking,1,1123.07
ORD003172,1,credit_card,3,4893.91
ORD003173,1,debit_card,1,315.14
ORD003174,1,debit_card,1,233.25
ORD003175,1,wallet,1,8616.67
ORD003176,1,debit_card,1,7023.19
ORD003177,1,net_banking,1,2360.46
ORD003178,1,debit_card,1,7230.44
ORD003179,1,debit_card,1,1489.06
ORD003179,2,upi,1,1532.8
ORD003180,1,credit_card,9,3590.33
ORD003180,2,debit_card,1,3299.63
ORD003181,1,credit_card,9,3271.58
ORD003182,1,upi,1,4473.33
ORD003183,1,upi,1,924.76
ORD003184,1,debit_card,1,8549.3
ORD003185,1,debit_card,1,3269.81
ORD003186,1,wallet,1,3003.07
ORD003187,1,debit_card,1,313.68
ORD003188,1,wallet,1,6957.02
ORD003189,1,credit_card,1,1061.44
ORD003190,1,net_banking,1,6346.18
ORD003191,1,wallet,1,7076.84
ORD003192,1,wallet,1,9144.37
ORD003193,1,upi,-2,7049.79
ORD003194,1,,1,7127.2
ORD003195,1,debit_card,1,9674.97
ORD003196,1,wallet,1,2919.3
ORD003197,1,upi,1,8856.09
ORD003198,1,net_banking,1,416.82
ORD003198,2,net_banking,1,8041.55
ORD003199,1,wallet,1,3589.91
ORD003200,1,wallet,1,5038.29
ORD003200,2,credit_card,11,3694.08
ORD003201,1,upi,1,2002.21
ORD003201,2,credit_card,5,7259.08
ORD003202,1,credit_card,7,7932.05
ORD003203,1,upi,1,4683.17
ORD003204,1,credit_card,4,8748.85
ORD003205,1,net_banking,1,8847.31
ORD003206,1,wallet,1,577.86
ORD003207,1,CREDIT_CARD,12,8885.15
ORD003208,1,wallet,1,9248.72
ORD003209,1,debit_card,1,4155.65
ORD003210,1,net_banking,1,1518.96
ORD003211,1,wallet,1,2783.5
ORD003212,1,upi,1,8591.35
ORD003213,1,debit_card,1,8941.6
ORD003214,1,debit_card,1,8504.19
ORD003215,1,wallet,1,9362.67
ORD003216,1,upi,1,2357.91
ORD003217,1,net_banking,1,4695.1
ORD003218,1,upi,1,2404.22
ORD003219,1,net_banking,1,8826.73
ORD003220,1,wallet,1,1212.27
ORD003221,1,wallet,1,1465.7
ORD003222,1,credit_card,2,7412.23
ORD003223,1,debit_card,1,579.71
ORD003224,1,net_banking,1,6343.99
ORD003225,1,upi,1,9735.45
ORD003226,1,debit_card,1,9881.59
ORD003227,1,wallet,1,1123.31
ORD003227,2, debit_card ,1,1047.38
ORD003228,1,upi,1,2208.08
ORD003229,1,net_banking,1,1985.66
ORD003230,1,credit_card,9,9419.93
ORD003231,1,upi,1,7617.58
ORD003232,1,net_banking,1,8912.37
ORD003233,1,wallet,1,9444.49
ORD003234,1,upi,1,3790.43
ORD003235,1,wallet,1,1306.07
ORD003236,1,credit_card,6,8446.06
ORD003237,1,credit_card,1,6510.05
ORD003238,1,,1,3752.93
ORD003239,1,debit_card,1,1068.23
ORD003240,1,WALLET,1,9991.58
ORD003241,1,wallet,1,2988.47
ORD003242,1,upi,1,104.16
ORD003242,2,wallet,1,5270.28
ORD003243,1,upi,1,493.22
ORD003244,1,debit_card,1,3634.29
ORD003245,1,net_banking,1,5216.25
ORD003246,1,credit_card,9,8606.83
ORD003247,1,net_banking,1,5605.46
ORD003248,1,net_banking,1,937.62
ORD003248,2,credit_card,6,1146.81
ORD003249,1,wallet,1,5196.1
ORD003250,1,upi,1,753.4
ORD003250,2,,3,2905.55
ORD003251,1,credit_card,4,6798.53
ORD003252,1,upi,1,6554.37
ORD003253,1,net_banking,1,7920.06
ORD003254,1,wallet,1,485.97
ORD003255,1,credit_card,12,4916.35
ORD003256,1,upi,1,8666.16
ORD003257,1,wallet,1,6557.26
ORD003258,1,net_banking,1,9295.56
ORD003259,1,debit_card,1,2305.36
ORD003260,1,net_banking,1,8785.23
ORD003261,1,net_banking,1,3804.82
ORD003262,1,debit_card,1,7028.77
ORD003263,1,upi,1,9865.23
ORD003264,1,wallet,1,4127.25
ORD003265,1,debit_card,1,1692.29
ORD003266,1,debit_card,1,8067.17
ORD003267,1,wallet,1,2464.95
ORD003268,1,credit_card,6,7717.0
ORD003269,1,upi,1,5835.7
ORD003270,1,wallet,1,4127.45
ORD003271,1,debit_card,1,5208.06
ORD003272,1,wallet,1,4513.67
ORD003273,1,credit_card,6,159.48
ORD003274,1,upi,1,1252.12
ORD003275,1,debit_card,1,1613.11
ORD003276,1,credit_card,9,9713.37
ORD003277,1,wallet,1,8953.43
ORD003278,1,upi,1,6119.42
ORD003279,1,credit_card,5,8627.17
ORD003280,1,debit_card,1,7861.46
ORD003281,1,,1,7539.33
ORD003282,1,upi,1,3448.13
ORD003283,1,credit_card,3,179.17
ORD003284,1,credit_card,3,9287.74
ORD003285,1,debit_card,1,291.0
ORD003286,1,net_banking,1,143.35
ORD003287,1,wallet,1,4739.09
ORD003288,1,debit_card,1,6429.66
ORD003289,1,wallet,1,2144.92
ORD003289,2,debit_card,1,571.29
ORD003289,3,debit_card,1,633.57
