geolocation_zip_code,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
103311,30.669001,80.860654,Gulbarga,Sikkim
779409,25.245387,84.19865,Kalyan-Dombivli,Bihar
620307,29.772026,81.058091,Chapra,Mizoram
532533,21.902804,83.259484,Ahmedabad,Tripura
397897,11.846284,80.600205,berhampur,Rajasthan
161756,19.596327,84.582123,Nellore,Gujarat
951768,33.318091,73.51859,Maheshtala,Kerala
442475,34.92919,96.195128,Moradabad,Andhra Pradesh
689129,27.449392,75.646256,Warangal,Himachal Pradesh
845365,200.0,78.661388, Salem ,Karnataka
191391,26.661064,81.872903,Chittoor,Goa
185184,24.688264,79.73215,Pallavaram,Maharashtra
600518,10.350993,90.63344,Thoothukudi,Kerala
518125,12.881757,96.617065,Morena,West Bengal
171026,27.847108,69.892683, Bhimavaram ,Punjab
685670,31.423686,93.989773,Bilaspur,West Bengal
829820,14.904402,83.755428, Shimla ,Nagaland
576714,36.549927,83.539715,Tiruppur,Uttarakhand
867011,,90.258268,Guna,Uttarakhand
508656,13.148398,95.876879,DHULE,Uttarakhand
676371,14.727928,83.117159,Kadapa,Haryana
650422,31.597363,88.652149,Gurgaon,Gujarat
208861,21.520417,75.463232,NAGERCOIL,Goa
346398,20.95457,71.579667,bharatpur,Sikkim
510858,8.217234,80.469006,Pali,Karnataka
487076,15.008045,80.556011,Orai,Gujarat
434090,9.491846,88.366485,Dehri,Gujarat
179989,31.061493,86.354536,Hajipur,Nagaland
819040,17.190808,82.084417,alwar,Himachal Pradesh
869723,20.860233,90.951172,Giridih,Tripura
731101,14.807462,79.472519,Bangalore,Rajasthan
838767,33.11408,75.235642,hyderabad,Mizoram
171642,18.500568,69.093211,Tiruppur,West Bengal
281643,16.609498,69.587466,Kolkata,Kerala
601645,20.065739,79.204141,Nizamabad,Tripura
118110,28.394338,70.622179,Motihari,Mizoram
651351,18.945039,93.392853,Sagar,Haryana
172038,10.25299,70.80424,Anantapuram,Rajasthan
757433,33.781307,86.860156,Solapur,Jharkhand
685792,36.321492,77.27306,Indore,Haryana
970974,9.354437,68.924041,Giridih,Odisha
614789,20.453263,79.721759,Bikaner,Tripura
574018,31.258483,80.915493,Bhagalpur,Sikkim
425909,29.384654,71.343001, Nagercoil ,Tripura
215162,14.347421,77.197068,Durgapur,Karnataka
262081,14.94861,70.98396,Ulhasnagar,Sikkim
126452,27.190114,74.915165,Thiruvananthapuram,Punjab
563873,33.606043,79.55511,Tiruppur,Sikkim
858526,35.909047,91.923137,Ramagundam,Rajasthan
898321,32.551967,84.900089,Panvel,Madhya Pradesh
187796,9.48551,68.240163,Surendranagar Dudhrej,Kerala
261932,34.515815,69.556351,Tumkur,Jharkhand
111474,28.484351,82.009775,Tenali,Telangana
570106,19.123533,79.49817,Agartala,Manipur
934077,22.258806,92.919561,AMBARNATH,Uttarakhand
330074,32.973684,79.702983,Sangli-Miraj & Kupwad,Chhattisgarh
264708,18.425635,77.891549,NADIAD,Gujarat
306372,27.236019,89.361042,Gwalior,Karnataka
974513,11.648088,83.624422,Bellary,Goa
768330,16.243916,93.898408,Muzaffarpur,Goa
690570,33.648761,79.36025,Nagercoil,Uttar Pradesh
334032,25.560747,89.730268,,Goa
130269,23.855623,83.947351, Siwan ,Odisha
520685,34.475154,93.220294,Gandhidham,Himachal Pradesh
756708,17.389144,80.342337,ANANTAPURAM,Karnataka
621007,22.06284,96.022904,CHINSURAH,Mizoram
343751,25.219473,84.686118,Kolkata,Kerala
870097,30.861593,84.352034,loni,Odisha
359019,13.661608,87.50887,Bangalore,Tripura
714377,15.43821,89.741583,Ulhasnagar,West Bengal
957463,21.762657,89.962883,Avadi,Andhra Pradesh
991714,14.260881,95.485037,Khammam,Andhra Pradesh
523800,17.227569,300.0,Bhilwara,Uttar Pradesh
657275,15.240886,79.070391,MORADABAD,Arunachal Pradesh
434851,12.633058,86.417827,Bhusawal,Manipur
330939,23.478892,80.555426,nellore,Tripura
515127,12.6728,80.699359,Bhubaneswar,Goa
751969,24.999658,83.005861,Morbi,Meghalaya
578485,25.307968,87.856044,Panipat,Manipur
792328,21.824305,86.179398,Lucknow,Jharkhand
910100,12.29777,70.48864,JABALPUR,West Bengal
641727,34.917153,85.208351,Thiruvananthapuram,Nagaland
959536,33.468373,77.616395,,Gujarat
183696,14.552098,76.784045,Durgapur,Andhra Pradesh
891832,10.91708,92.743236,Dewas,Maharashtra
197655,22.547095,85.26171,Bhagalpur,Mizoram
993618,23.96113,75.160707,Kottayam,Himachal Pradesh
440206,9.561139,68.173371,Hosur,Karnataka
898690,32.65448,78.27687,Rourkela,Assam
672301,16.656306,85.65778,Medininagar,Nagaland
317532,18.148173,92.300161,jabalpur,Gujarat
287430,29.827679,77.767983,bhilai,Mizoram
451397,12.52785,79.874562,Thrissur,Sikkim
889299,10.69473,73.622327,Sasaram,West Bengal
386335,22.020499,81.357989,Panihati,Mizoram
516517,19.549477,90.686468,bhusawal,Uttarakhand
494120,10.486499,70.079248,asansol,Mizoram
940678,17.528453,81.854497,Rourkela,Maharashtra
695540,28.894879,89.624333,kakinada,Goa
693338,22.989869,80.873777,,Kerala
518399,11.351562,86.248804,Chennai,Manipur
943879,9.336163,92.480344,,Bihar
937569,10.989357,75.945495,Aurangabad,Nagaland
949697,8.430209,75.213743,Bally,Madhya Pradesh
249317,13.422391,89.663199,madanapalle,Andhra Pradesh
849881,35.857175,91.705248,Sirsa,Chhattisgarh
303175,14.788532,96.797619,Davanagere,Rajasthan
654276,18.974996,76.47007,Baranagar,Tamil Nadu
377505,26.476366,76.354927,rourkela,Meghalaya
190080,16.699334,90.994005, Patiala ,Chhattisgarh
366123,27.029341,81.823199,Bhilai,Tripura
9999999,11.879435,81.233824,Malegaon,Andhra Pradesh
427751,25.55785,86.243597,,Uttar Pradesh
640453,24.788789,94.179772,Kulti,Kerala
854261,14.954497,95.374476,Vasai-Virar,Kerala
531248,30.979212,80.405381,Bikaner,Maharashtra
718629,13.549525,87.65463,,Maharashtra
426646,17.764272,95.051567,Tiruvottiyur,Uttarakhand
345735,33.313917,78.5682,Jehanabad,Tripura
169738,10.369359,90.03048,Belgaum,Jharkhand
355488,13.222006,74.445363,Vellore,Sikkim
532600,31.499856,92.032102,Nellore,Assam
940678,32.65025,81.514021,GAYA,Tripura
676529,24.958246,80.94563,Tumkur,Manipur
409444,19.34602,80.485557,Kishanganj,Jharkhand
258331,22.732537,82.24618,Sasaram,Assam
851550,26.113628,79.117237,Rajpur Sonarpur,Madhya Pradesh
264137,14.536267,72.946746,,Meghalaya
754676,29.561157,90.771158,,Arunachal Pradesh
641978,17.892538,95.138518,Parbhani,Punjab
643389,21.847918,80.809932,Medininagar,Himachal Pradesh
737547,30.963393,77.753589,Srikakulam,Rajasthan
602585,35.821784,89.673059,Belgaum,Assam
362634,30.710108,82.142567,Chandrapur,Assam
0,28.282842,79.699712,Machilipatnam,West Bengal
992240,28.869854,82.746937, Dindigul ,Punjab
196354,27.785849,79.449864,Bhatpara,Jharkhand
717236,8.963248,91.177014,Jorhat,Tamil Nadu
867431,16.420055,76.244173, Gwalior ,Madhya Pradesh
460198,35.960082,78.266518,Haldia,Karnataka
952965,19.86555,71.974172, Rourkela ,Madhya Pradesh
760358,10.968764,81.257244,Haridwar,Haryana
-100,25.63393,71.792135,Gandhinagar,Goa
330703,10.474619,96.463411,Unnao,Haryana
317512,21.748971,86.350273, Gudivada ,Maharashtra
889744,18.296218,91.06603,Bidhannagar,Maharashtra
204184,33.704592,72.921085,Nagaon,Manipur
885059,26.605511,92.888383,Nizamabad,Gujarat
861675,27.708455,85.824479,Nangloi Jat,Uttar Pradesh
406287,26.455924,71.136771,guna,Sikkim
931553,29.824806,71.337725,Bareilly,Himachal Pradesh
207342,12.018048,79.051302,Mahbubnagar,Rajasthan
197242,27.122251,77.220328,Ramagundam,Himachal Pradesh
836536,17.265202,82.969788,katihar,Odisha
-100,17.324601,78.082559,Sri Ganganagar,Kerala
513817,30.401307,75.705616, Mangalore ,Odisha
386197,22.892526,82.966273,TEZPUR,Arunachal Pradesh
939086,25.749957,75.581394,Aligarh,Karnataka
801968,26.834976,95.935161,Sasaram,Bihar
484145,20.399239,75.347284,Bikaner,West Bengal
663889,29.085212,83.107901,Guwahati,Punjab
636182,11.124786,91.127387,Giridih,Chhattisgarh
294970,18.238797,68.954472,Sonipat,Uttar Pradesh
170005,20.818187,71.559492,Sangli-Miraj & Kupwad,Uttarakhand
851770,26.33399,94.133165,,Arunachal Pradesh
388384,20.09211,95.25386,Karnal,Himachal Pradesh
705310,10.213177,81.707931,Serampore,Manipur
438567,34.61396,75.423182,BIDHANNAGAR,Meghalaya
-100,200.0,88.496046,Chapra,Tamil Nadu
653107,15.871678,86.916776,Thoothukudi,Punjab
9999999,35.7118,71.936812,Madurai,Sikkim
433761,13.174592,89.278614,Karnal,Rajasthan
168502,16.139749,76.077373,Mahbubnagar,Haryana
464827,28.481985,76.796427,Surendranagar Dudhrej,Gujarat
190954,31.617735,87.065343,Bhimavaram,Bihar
166221,13.807104,76.171235, Barasat ,Assam
493669,29.24529,87.831779,Kurnool,Uttarakhand
785635,8.164759,94.25932,Visakhapatnam,Goa
930886,17.414371,87.079411,jamshedpur,Tripura
517338,32.648772,82.046675,Sonipat,Karnataka
252668,36.664087,82.443654,Shivpuri,Meghalaya
419812,15.240011,79.661283,Madhyamgram,Meghalaya
479329,17.463856,75.330612,Pondicherry,Tripura
800528,11.002323,88.45731,MIRA-BHAYANDAR,Himachal Pradesh
309944,22.633975,76.977321,Tadipatri,Mizoram
881488,21.7356,86.255876, Sikar ,Telangana
615250,14.166011,73.617756, Alwar ,Gujarat
795513,11.895111,89.075535,Ambala,Tamil Nadu
580597,24.674922,70.513865, Unnao ,Rajasthan
808989,8.579837,89.198976,Aizawl,Tamil Nadu
185326,33.096129,75.840046,Ballia,Kerala
997824,20.404895,82.481829,Tadepalligudem,Tripura
433692,24.296915,88.864136,madurai,Haryana
604126,24.414606,92.944875,Kanpur,Tamil Nadu
666870,20.700925,78.586316,Bhiwani,Haryana
566490,10.52238,96.093647,Bhalswa Jahangir Pur,West Bengal
783800,8.91024,78.71001, Thoothukudi ,Punjab
141315,18.199085,68.514758,Panvel,Nagaland
672391,12.076014,91.57835,Avadi,Bihar
296698,29.985997,78.776534,Siwan,Haryana
900959,36.839619,90.028732,Purnia,Manipur
972688,34.437096,300.0,Bhimavaram,Haryana
678014,27.051678,72.319611,Bidhannagar,Himachal Pradesh
172811,10.451008,76.207198,Hindupur,Punjab
166059,21.327207,76.424184,Imphal,Meghalaya
294246,11.586445,96.179012,Baranagar,Meghalaya
692893,24.675509,85.618051,Jamnagar,Kerala
789382,9.660354,72.332886,Bilaspur,Maharashtra
977017,21.088063,70.091603,PONDICHERRY,Nagaland
254481,23.583358,68.022651,Madurai,Karnataka
401136,12.394762,80.642379,Morbi,Gujarat
206336,26.184123,74.30881,Naihati,Uttarakhand
700953,31.924896,93.522734,Vadodara,Maharashtra
425490,28.664883,76.472612,Madhyamgram,Telangana
0,33.941622,86.570388, Muzaffarpur ,Bihar
643144,17.944947,90.759458,Jalna,Kerala
892374,33.308706,93.271443,Bhilwara,Karnataka
181793,31.888339,87.990549,Bijapur,Uttar Pradesh
179750,25.429168,79.464251,Nangloi Jat,Sikkim
894459,33.53131,89.411904,Bardhaman,Haryana
348420,22.511699,77.108201,Noida,Himachal Pradesh
738257,19.300025,75.173369,Bhopal,Arunachal Pradesh
855659,15.942214,69.757401,Raichur,Meghalaya
275278,8.870797,84.363347, Jamalpur ,Telangana
865644,11.005046,86.065564,MAU,Sikkim
491244,19.53275,68.900946,NANDYAL,Goa
140714,18.521318,83.779016,Bhagalpur,Gujarat
213764,26.87675,86.994388,sambhal,Uttarakhand
442458,13.303404,92.666693,Jabalpur,Sikkim
121395,8.732547,94.047954,Warangal,Manipur
0,25.329942,89.098782,Chinsurah,Nagaland
957842,32.875496,70.01371,Dehri,Rajasthan
357765,29.903202,,Indore,Goa
121106,28.235619,92.757345,Guntur,Haryana
174622,26.198278,93.018939,Jammu,Rajasthan
361247,31.314738,83.654125,Mahbubnagar,Telangana
345118,12.04986,96.660887,Tiruchirappalli,Bihar
446948,26.101308,82.131467,Ahmedabad,Bihar
807342,26.939036,96.572794,Srinagar,Meghalaya
566494,19.821841,73.42717,Chapra,Punjab
236857,20.651234,73.55861,Raipur,Madhya Pradesh
277006,15.756447,70.265058,CHINSURAH,Telangana
768813,28.905759,82.537604,bhavnagar,Telangana
728090,20.591475,73.350817,Tirupati,Meghalaya
174707,12.938359,71.044321,Pali,Punjab
898926,18.912942,92.693205,bhind,West Bengal
0,19.539039,72.862311,Bhopal,Meghalaya
537580,14.830047,87.665171,bihar sharif,Andhra Pradesh
120381,23.399651,86.1673,Pali,Uttar Pradesh
457219,27.929735,75.366316,Kakinada,Rajasthan
228459,27.15473,92.093003,Bhagalpur,Arunachal Pradesh
370215,32.249615,70.450192,VARANASI,Tripura
628627,19.824562,76.109393,Solapur,Nagaland
421711,9.206859,85.577271, Berhampore ,Punjab
268093,31.32675,95.658203, Tinsukia ,Sikkim
542636,21.948872,96.001201,bulandshahr,Punjab
845810,28.859603,85.978694,Baranagar,Haryana
269181,15.180174,90.878009,Bathinda,Karnataka
420474,30.436443,92.154616,Kurnool,Andhra Pradesh
867060,11.004295,83.832619,thrissur,Telangana
463214,32.177159,85.312435,Jaunpur,Madhya Pradesh
-100,17.349533,90.309268,Pune,Meghalaya
468976,18.822612,94.420929,Anand,West Bengal
399994,27.052765,94.420828,Junagadh,Meghalaya
730641,25.333579,85.602735,South Dumdum,Bihar
679563,23.483448,88.275693,DURG,Andhra Pradesh
654779,28.613996,93.384667,Mathura,Madhya Pradesh
615062,19.727802,74.705575,Mau,Punjab
679709,23.690472,76.569913,Warangal,Uttar Pradesh
819184,18.575193,92.459924, Chittoor ,Chhattisgarh
563905,15.267385,83.659511,Sasaram,Goa
972681,25.597513,88.0812,Guna,Nagaland
694380,8.921316,82.980603,Hazaribagh,Andhra Pradesh
424184,25.580162,87.418497,Jodhpur,Bihar
555760,14.370603,74.909331,Bhilwara,Haryana
543784,11.943017,86.339051,Chandrapur,Kerala
9999999,24.216458,79.954474,,Gujarat
753175,12.002861,76.097571,SASARAM,Punjab
645212,33.314384,81.67918,RAMAGUNDAM,Nagaland
914830,18.380492,71.676081,Delhi,Maharashtra
705138,19.952463,88.510751,Sambhal,Odisha
854998,22.893682,79.055086,Allahabad,Gujarat
0,28.633733,90.20932,Rajkot,Telangana
397057,35.047329,92.791761,Nagpur,Uttar Pradesh
539799,15.685989,87.866959,,Odisha
702970,13.270136,81.968408,Nagaon,Chhattisgarh
976234,29.73722,84.557985,Kalyan-Dombivli,Andhra Pradesh
214456,28.986558,69.234875,Bongaigaon,Tripura
794209,35.533724,85.853836,Akola,Himachal Pradesh
363387,13.524807,92.272631, Anantapuram ,Meghalaya
298104,8.291391,76.591649,Katni,Meghalaya
787177,33.517012,81.452423,,Maharashtra
145204,27.269879,82.493959,Serampore,Sikkim
9999999,15.766639,94.288409,Varanasi,Sikkim
711085,17.288706,92.429907,,Andhra Pradesh
267869,10.474242,73.131782,Loni,Bihar
981509,11.339741,79.278343,THRISSUR,Mizoram
813834,11.836834,72.734801,Serampore,Telangana
683592,33.534085,70.749941,Dehri,Chhattisgarh
162708,8.231448,87.668598,Rajpur Sonarpur,Nagaland
474002,29.625765,74.048743,Ambarnath,Tamil Nadu
184505,26.376846,92.041471,Haldia,Manipur
988655,10.99877,79.711333,Aizawl,Chhattisgarh
719441,9.36592,94.261086,Gandhinagar,Arunachal Pradesh
202961,36.172931,90.327876,Baranagar,Telangana
0,32.428428,76.632105,PATIALA,Tripura
669123,18.720676,90.526788,,Uttar Pradesh
616573,18.972358,87.004648,Naihati,Rajasthan
279549,21.520511,69.123344,Bhiwani,Uttarakhand
650031,29.334405,70.78467,Parbhani,Manipur
908496,31.576605,74.101642,Morbi,Karnataka
433258,36.088494,87.617205,Chennai,Telangana
223297,11.834097,76.382051,Alwar,Goa
157584,9.360774,85.322507, Pune ,Arunachal Pradesh
352168,32.704763,74.727603,Bathinda,Madhya Pradesh
662806,,96.308843,Patna,Tamil Nadu
422425,29.249296,73.208831,Bhubaneswar,Jharkhand
974120,15.437025,87.017365,Noida,Arunachal Pradesh
504914,29.499365,93.048258,Kolkata,West Bengal
625350,19.078107,72.442148,Tiruvottiyur,Maharashtra
145306,18.156739,69.136355,Pune,Gujarat
563967,21.239925,90.841869,Ghaziabad,Odisha
978868,32.273442,88.22336,MAHBUBNAGAR,Bihar
131844,28.940968,79.27418,Bhalswa Jahangir Pur,Andhra Pradesh
304228,20.722701,87.552546,Nangloi Jat,Jharkhand
712367,18.546158,72.572026,Darbhanga,Madhya Pradesh
669583,9.312115,86.634791,Thoothukudi,Odisha
468286,15.071672,93.550888,Sonipat,Kerala
261164,8.94361,88.436633,Morbi,West Bengal
787277,27.249425,93.35042,Ghaziabad,Assam
138753,21.67029,95.596178,Mango,Telangana
232875,29.576294,76.389944,Bhubaneswar,Uttarakhand
738691,30.356807,82.471873,Bareilly,Tamil Nadu
480532,18.218026,71.717371,Ichalkaranji,Uttarakhand
411601,28.125986,79.408476, Jalna ,Gujarat
805860,33.287607,96.724487,Jammu,Uttarakhand
670508,16.249712,88.889707,Pune,Manipur
905386,20.39918,77.099496,Shimoga,Arunachal Pradesh
673977,20.84608,93.561495,Bongaigaon,Assam
943436,25.875862,75.295471,Bhilai,Karnataka
566423,31.179185,86.745264,Tirunelveli,Haryana
829058,32.257515,80.605824,SATNA,Andhra Pradesh
605430,19.635093,90.415694,Malda,Chhattisgarh
339173,27.757159,90.19362,Ozhukarai,Jharkhand
846114,15.854665,75.277013,Gurgaon,Karnataka
496443,15.957216,68.939563,Tadepalligudem,Bihar
125567,18.182898,93.755528,Mango,Rajasthan
798928,27.737086,70.947324,Mau,Sikkim
392353,31.683922,73.531765,Tiruppur,Bihar
255812,13.179147,81.584132,Muzaffarnagar,Jharkhand
323699,10.417629,95.247439,,Assam
719384,11.602614,95.668197,Raipur,Odisha
0,31.036713,89.495248,Pali,Himachal Pradesh
696744,12.381251,83.531289,BHAGALPUR,Goa
138920,11.114247,91.523535,salem,Sikkim
796740,31.975738,94.329501,,Tripura
127536,24.309457,85.028156,Thiruvananthapuram,Himachal Pradesh
530738,34.770813,68.614269,Bettiah,Sikkim
559588,29.747097,70.248456,Bijapur,Maharashtra
962606,32.7588,68.045202, Jodhpur ,Karnataka
509657,24.422151,88.765559, Jalna ,Chhattisgarh
427046,30.144893,79.316952, Phusro ,Gujarat
105501,12.638064,93.147134,Bathinda,Punjab
849918,24.037396,87.059075,Imphal,Telangana
901846,30.639357,93.77084,Guntakal,Assam
281054,20.90042,69.860586,Gulbarga,West Bengal
117991,23.059123,79.377603,jehanabad,Nagaland
295338,27.987798,81.070697,Raichur,Bihar
143142,33.139634,78.302037,Raipur,Goa
837820,16.811825,84.623792,Ambarnath,Mizoram
997413,22.996168,87.155432, Moradabad ,Punjab
384439,200.0,89.308061,mathura,Telangana
230771,36.506361,96.908689,Alappuzha,Mizoram
-100,12.793601,81.198588,Dibrugarh,Maharashtra
339693,11.615972,79.561914,Korba,Meghalaya
795609,25.319749,96.863922,Bokaro,Uttarakhand
561950,17.721332,90.473094,Warangal,Uttarakhand
260346,11.997675,79.956023,Eluru,Andhra Pradesh
758662,36.138969,84.500324,HAZARIBAGH,Arunachal Pradesh
301582,30.924742,72.970007,Raebareli,Haryana
246437,26.467946,73.050231,NANDYAL,Sikkim
717588,25.425035,82.293074,Sirsa,Manipur
535176,17.845158,74.297673,Secunderabad,Maharashtra
617456,30.534514,86.725168,Amroha,Himachal Pradesh
413996,20.499337,74.262122,Thane,Andhra Pradesh
933766,24.76925,89.24409,phusro,Himachal Pradesh
994651,10.603513,79.647516,kharagpur,Andhra Pradesh
421704,31.74027,69.833515,Yamunanagar,Assam
703681,36.817001,83.983377,,Mizoram
306348,33.141952,93.017408,Raebareli,Bihar
950037,26.945148,79.130979,Adoni,Manipur
651865,13.782152,92.696447,Bidar,Manipur
600009,19.123369,92.342124,Phusro,Jharkhand
751971,22.665708,77.351871,Bhopal,Goa
131213,20.87428,91.456621,naihati,Jharkhand
913829,35.175919,81.655618,Chapra,Tripura
234151,21.652656,88.007898,Bahraich,Assam
259375,15.646695,75.086379,AIZAWL,West Bengal
771928,20.039696,90.748107,ghaziabad,Jharkhand
781798,22.008212,89.87225,rajkot,Gujarat
789602,8.919685,72.893349,Kurnool,Manipur
856845,35.407776,70.024874, Parbhani ,Arunachal Pradesh
856350,36.613479,84.945901,Malegaon,Madhya Pradesh
479913,27.232995,68.884622,Purnia,Tripura
849854,11.433332,94.835732,SAMBALPUR,Assam
784736,30.542698,73.099239,Thrissur,Telangana
412537,36.086326,73.690853,Gorakhpur,Odisha
585966,11.449287,87.524604,aurangabad,Mizoram
797822,23.699152,82.736585,jorhat,Arunachal Pradesh
626360,26.85949,81.294738,Guwahati,Maharashtra
353854,34.914277,73.175617,Davanagere,Madhya Pradesh
488244,36.860833,87.062274,Hyderabad,Maharashtra
857720,20.649835,84.244745,Kakinada,Goa
369667,31.933995,69.045616,Dhule,Assam
612031,36.174149,82.206092,Rourkela,Goa
260806,26.24153,77.541192,farrukhabad,Odisha
121872,13.670774,300.0,Guwahati,Manipur
201899,31.056603,92.617684,Lucknow,West Bengal
151192,19.86396,89.252784,Hazaribagh,Rajasthan
811169,25.405379,77.548909,Aurangabad,Himachal Pradesh
244390,36.757879,73.290342,Yamunanagar,Telangana
271541,11.367881,91.747721,KALYAN-DOMBIVLI,Punjab
895878,23.246959,96.040923,Dewas,Nagaland
443024,30.563596,77.802596,Bhimavaram,West Bengal
731119,29.847497,70.829802,PHUSRO,Haryana
242540,33.897496,87.81122,Machilipatnam,Himachal Pradesh
771476,35.889229,73.759077,Morbi,Odisha
170445,34.868048,74.796481,Bhimavaram,Assam
256068,35.455887,89.697695,Bhagalpur,Assam
646010,31.67708,87.907967,Dibrugarh,Uttar Pradesh
488581,9.26734,87.730495,Siwan,Goa
432482,32.299797,90.173309,Jammu,Kerala
324968,31.191562,83.735033,Dewas,Bihar
255629,18.472917,82.469497, Vadodara ,Uttar Pradesh
224689,28.984532,76.405253, Berhampur ,Kerala
489872,19.488742,76.179925,Chandigarh,Gujarat
873471,18.457473,90.501582,HUBLI–DHARWAD,Jharkhand
348607,22.59809,88.960794,bhilwara,Gujarat
448196,20.645942,96.843225,Hazaribagh,Rajasthan
851767,35.576807,84.847679,Hosur,Chhattisgarh
289522,25.74597,89.539429,Kumbakonam,Kerala
475685,22.029338,72.063436,sirsa,Uttarakhand
423080,20.37082,71.598202,Berhampur,Chhattisgarh
919157,28.780858,82.146523,Tezpur,Nagaland
152843,34.068523,79.622614,bettiah,Sikkim
311239,36.968154,69.118207,Noida,Punjab
779366,29.585887,94.845466,Ajmer,Jharkhand
685165,14.501467,76.59435,Haldia,Maharashtra
665221,19.403597,77.17105,Raebareli,Nagaland
770238,18.660442,96.600538,Bhopal,Uttarakhand
739364,30.272503,87.893827,Gulbarga,Kerala
293936,21.776771,74.557731, Moradabad ,Manipur
395670,27.105929,94.384252,Sasaram,Bihar
690825,34.098224,94.148229,,Meghalaya
265824,10.91826,90.160097,Kozhikode,Tamil Nadu
575564,15.342063,76.682732,Jaunpur,Mizoram
266925,31.834637,89.951079,Siliguri,Haryana
876919,19.868778,72.423483, Meerut ,Bihar
139448,13.071705,80.209275,mau,Madhya Pradesh
719690,18.663218,90.860702,,Chhattisgarh
209105,26.39618,76.604881,Mangalore,Manipur
797553,27.183533,82.636905,Aizawl,Rajasthan
912248,29.070714,95.761062,Mau,Sikkim
994261,26.386568,73.779701,Saharanpur,Maharashtra
997201,15.215694,72.694087,MUZAFFARPUR,Madhya Pradesh
471254,22.676823,77.44342,Tadepalligudem,Meghalaya
366483,25.377652,73.47178,Moradabad,Karnataka
753981,11.399445,94.469651,BUXAR,Madhya Pradesh
973119,15.877098,71.214493,Thoothukudi,Himachal Pradesh
703963,35.559202,88.004646,sasaram,Jharkhand
388062,16.256907,73.546121,Ballia,Nagaland
554140,10.830577,90.590804,South Dumdum,Odisha
0,22.041839,80.240061,Haridwar,Assam
365282,17.48879,77.055403,Vijayanagaram,Chhattisgarh
508117,33.243091,81.531134, Satna ,Nagaland
211467,18.128437,89.909299,unnao,Madhya Pradesh
288053,13.539176,84.367565,Singrauli,Punjab
0,36.809429,71.37688,Nandyal,Andhra Pradesh
729561,23.01762,92.083855,Katihar,Madhya Pradesh
851114,23.637694,83.942157,,Kerala
608794,16.138329,83.217086,Bettiah,Mizoram
817951,10.276499,96.392652,Ambattur,Himachal Pradesh
282261,24.449843,94.770419,Sasaram,Assam
532553,25.428205,90.704086, Saharsa ,Bihar
413922,22.768113,70.086302,Ludhiana,Nagaland
580899,31.54143,80.558032,Ramgarh,Jharkhand
385120,36.904283,82.770178,Medininagar,Uttarakhand
237513,21.509387,94.700977,,Kerala
538204,20.862217,89.334258,South Dumdum,Odisha
709909,23.15997,69.949991,Hajipur,Chhattisgarh
107959,35.216527,96.319508,Bhalswa Jahangir Pur,Sikkim
507290,24.73797,75.382245, Tenali ,Haryana
829242,200.0,71.948263,Bhatpara,Karnataka
413727,20.12192,91.333364,Machilipatnam,Madhya Pradesh
132620,8.937826,85.688636,Anand,Punjab
186136,22.844199,87.542665,Gopalpur,Gujarat
617168,30.863094,88.734646,Bharatpur,Jharkhand
405752,36.92079,68.314527,Vijayanagaram,Odisha
865724,10.296942,84.014696,Saharanpur,Gujarat
622951,27.732173,91.962198,Haridwar,Meghalaya
426640,15.028074,71.054788,Mau,Telangana
127046,16.894838,93.615379,Katihar,Arunachal Pradesh
615036,17.3643,92.269882,Jalandhar,Himachal Pradesh
710830,14.103713,88.389221,Pune,Maharashtra
477120,29.456127,94.954299,Vadodara,Jharkhand
610488,16.547744,68.802454,Dharmavaram,Sikkim
808405,34.750755,83.870267,Bhopal,Bihar
783245,34.974187,71.097471,Durg,Tripura
203468,8.23075,68.714847,Thiruvananthapuram,Uttarakhand
993129,21.95006,78.711661,Mango,West Bengal
890823,35.758148,85.517783,KATIHAR,Manipur
823463,10.023646,92.989071,Ghaziabad,Goa
305100,32.856339,70.971632,Arrah,Odisha
297809,18.23166,75.460807,Tiruvottiyur,Telangana
269458,19.741568,75.149046,singrauli,Gujarat
144643,10.560183,94.468163,Gurgaon,Tripura
105008,15.090823,68.10075,Karawal Nagar,Haryana
581612,23.303862,92.450362,Ballia,Kerala
325037,21.617534,94.210359,Meerut,Telangana
924693,36.811957,83.412681,,Bihar
206191,35.999331,81.517123,gaya,Sikkim
645299,32.113484,69.103799,Satara,Rajasthan
856736,10.250304,79.695464,Sirsa,Rajasthan
532846,23.100815,76.575977,Yamunanagar,Jharkhand
142068,24.889704,73.312542,kadapa,Chhattisgarh
834712,27.090267,89.53397,Avadi,Tamil Nadu
450894,32.122752,81.282716,Kulti,Himachal Pradesh
432500,24.916739,91.405566, Mumbai ,Karnataka
690092,32.289936,76.189092,Indore,Manipur
411017,31.695123,93.908111,Morbi,Jharkhand
447989,9.183348,,Uluberia,Manipur
347523,14.965902,92.226651,Serampore,Kerala
884691,25.763205,89.457634,Kulti,Tamil Nadu
273413,25.935246,84.906376,Secunderabad,Gujarat
638414,18.539429,95.27157,Amravati,Madhya Pradesh
489757,20.130382,91.352833,Jalandhar,Arunachal Pradesh
565912,23.60314,80.912975,Delhi,Uttar Pradesh
323235,20.254733,84.163276,Loni,Tamil Nadu
212448,25.363814,71.902684,Vasai-Virar,Mizoram
685560,14.374095,86.640606,Ballia,Madhya Pradesh
913380,24.768891,78.962474,Haridwar,Mizoram
