product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
PROD01015,fashion,12,1794,10,2361.47,35.85,42.82,77.69
PROD01016,furniture,36,1533,7,5180.84,86.9,39.88,33.67
PROD01017,books,20,1439,5,1203.78,89.94,51.95,64.48
PROD01018,pet_supplies,30,1353,4,4577.6,72.83,21.13,15.73
PROD01019,sports,76,1746,6,7915.75,49.61,33.79,52.11
PROD01020,electronics,64,1897,8,8599.25,18.47,50.76,76.08
PROD01021,pet_supplies,62,1854,5,9954.48,90.48,22.21,51.94
PROD01022,automotive,23,1890,3,4812.33,61.86,25.22,24.17
PROD01023,kitchen,36,668,3,4693.4,22.42,49.9,31.28
PROD01024,office,66,1488,9,7386.63,51.94,55.59,21.85
PROD01025,office,55,1211,7,8424.53,26.69,52.62,25.38
PROD01026,office,80,463,10,7772.78,88.49,54.06,38.88
PROD01027,home_decor,14,688,5,7485.75,50.63,46.04,15.75
PROD01028,fashion,46,1514,6,9385.01,99.94,18.75,78.07
PROD01029,home_decor,47,129,6,996.94,40.44,40.09,27.42
PROD01030,home_decor,74,915,9,1399.19,38.75,30.8,21.28
PROD01031, beauty ,52,1931,8,5485.86,62.76,50.49,32.66
PROD01032,electronics,40,1379,4,7367.41,9.91,34.25,46.43
PROD01033, electronics ,50,882,9,999999.0,30.31,23.84,66.34
PROD01034,beauty,26,526,4,1860.86,59.19,36.85,14.21
PROD01035,electronics,28,1960,4,7097.58,45.71,58.34,53.01
PROD01036,pet_supplies,27,1830,1,8341.93,,4.48,70.21
PROD01037,furniture,56,1766,7,3645.98,49.66,43.72,54.2
PROD01038,furniture,21,570,1,7268.91,34.32,42.6,38.79
PROD01039,pet_supplies,40,754,3,2365.98,55.55,53.02,51.03
PROD01040,home_decor,19,1754,5,5912.38,91.75,43.6,32.43
PROD01041,automotive,68,1013,7,5457.09,97.43,,56.73
PROD01042,electronics,68,1969,10,7475.76,,40.75,8.14
PROD01043,sports,36,945,3,1061.86,10.13,31.52,62.41
PROD01044,fashion,59,1381,3,6022.09,94.42,44.4,30.24
PROD01045,fashion,16,1717,5,8664.41,50.81,34.01,75.76
PROD01046,kitchen,11,1264,7,3394.31,56.48,55.17,6.46
PROD01047,furniture,61,1428,7,254.52,5.18,32.95,40.21
PROD01048,beauty,72,208,8,1717.23,77.39,23.17,14.46
PROD01049,sports,29,1818,4,5266.43,46.24,7.4,10.41
PROD01050,furniture,53,310,6,1997.7,79.46,27.36,74.45
PROD01051,toys,58,1204,3,6321.01,86.5,49.59,23.63
PROD01052,toys,78,1986,5,3791.01,83.18,10.41,50.6
PROD01053,kitchen,59,1977,1,3350.82,,36.93,44.37
PROD01054,fashion,29,1222,10,5712.25,42.41,6.1,56.12
PROD01055,pet_supplies,72,466,3,3768.44,74.17,20.12,32.55
PROD01056,fashion,60,1972,6,492.81,6.85,41.03,45.37
PROD01057,electronics,23,1304,2,4293.09,,29.33,74.61
PROD01058,kitchen,30,1071,9,5097.69,50.02,3.21,14.35
PROD01059,kitchen,57,927,5,5630.54,46.42,55.41,25.41
PROD01060,furniture,71,128,9,5393.26,83.93,52.65,14.2
PROD01061,sports,40,898,5,8297.49,78.99,42.61,79.09
PROD01062,kitchen,42,1949,8,9635.18,62.1,34.85,48.85
PROD01063,books,52,1329,3,9693.84,81.9,20.27,50.3
PROD01064,office,78,1914,10,9393.97,69.2,30.83,59.3
PROD01065,electronics,76,1430,6,9964.66,61.35,,13.0
PROD01066,office,30,1873,8,3591.16,43.31,49.45,64.72
PROD01067,fashion,51,1541,9,4474.05,37.41,14.4,15.41
PROD01068, toys ,31,1283,7,4830.86,26.2,51.26,29.19
PROD01069,furniture,77,242,3,9901.29,97.19,22.12,26.05
PROD01070,home_decor,70,358,6,6438.4,76.1,51.52,13.49
PROD01071,FASHION,70,605,10,3752.67,83.17,32.14,10.71
PROD01072,pet_supplies,72,1326,3,8097.51,61.02,39.52,75.91
PROD01073,furniture,22,681,10,8037.26,18.66,59.35,53.83
PROD01074,automotive,56,1905,3,6308.15,68.98,21.9,29.67
PROD01075,home_decor,26,1980,8,4560.21,20.54,29.0,16.53
PROD01076,home_decor,12,1822,4,-500.0,89.77,46.64,37.23
PROD01077,home_decor,66,523,4,8183.3,79.42,8.23,6.74
PROD01078,office,70,549,7,4139.15,68.59,39.62,65.35
PROD01079, electronics ,59,1933,4,8234.47,91.26,32.64,55.6
PROD01080,sports,76,1286,6,3743.75,13.8,25.99,30.48
PROD01081, beauty ,71,1915,1,2662.32,5.17,17.39,36.41
PROD01082,TOYS,38,384,10,4319.2,78.54,9.92,5.81
PROD01083,pet_supplies,75,990,1,2467.76,62.53,31.31,44.25
PROD01084,pet_supplies,18,994,5,9525.74,79.03,23.69,18.84
PROD01085,automotive,68,294,1,6215.24,78.57,57.59,76.9
PROD01086,fashion,67,1641,3,4799.01,56.91,24.95,62.03
PROD01087,fashion,30,500,4,8365.15,59.46,27.26,41.01
PROD01088,automotive,59,1573,6,2512.52,36.84,58.58,45.86
PROD01089,electronics,57,122,7,2592.21,39.59,52.49,16.38
PROD01090,sports,25,1135,4,6532.59,90.07,57.35,16.59
PROD01091,office,30,1691,2,3735.47,22.92,40.4,14.2
PROD01092,,36,1722,8,382.67,30.02,10.68,74.96
PROD01093,automotive,64,208,7,9189.04,54.25,9.01,47.54
PROD01094,furniture,74,828,8,9432.38,68.48,53.08,37.45
PROD01095,,51,1429,10,3905.34,5.45,2.46,
PROD01096,HOME_DECOR,72,1901,2,6899.09,51.1,32.95,41.87
PROD01097,office,28,1269,9,8283.65,31.91,47.24,6.32
PROD01098,home_decor,78,646,3,1752.47,41.9,39.64,31.75
PROD01099,sports,66,1342,6,0.0,41.42,46.92,58.39
PROD01100,kitchen,59,226,9,9034.14,92.42,20.88,39.3
PROD01101,kitchen,74,1665,6,8281.71,76.35,8.95,32.81
PROD01102,pet_supplies,61,644,3,4929.88,50.07,57.19,76.01
PROD01103,fashion,11,1999,6,8186.97,94.7,30.38,59.25
PROD01104,furniture,43,1772,5,7572.87,16.05,3.39,32.27
PROD01105,toys,69,918,5,7925.52,68.93,26.45,68.35
PROD01106,toys,16,208,5,8112.62,18.95,5.65,11.14
PROD01107,beauty,38,1353,6,8584.52,84.86,26.55,47.02
PROD01108,home_decor,68,1001,7,4371.06,17.6,31.27,28.1
PROD01109,kitchen,61,1345,8,2252.75,37.38,32.47,24.76
PROD01110,FASHION,29,1594,10,6964.91,42.82,20.39,33.71
PROD01111,SPORTS,73,1029,10,9876.89,85.22,59.65,20.77
PROD01112,pet_supplies,37,1501,5,3563.58,29.09,57.7,48.82
PROD01113,pet_supplies,68,292,10,5954.22,77.34,56.41,27.36
PROD01114,books,11,1166,7,3858.77,99.35,34.98,55.51
PROD01115,furniture,49,335,4,5977.72,19.55,43.08,56.97
PROD01116,books,64,759,4,1480.55,21.24,41.05,55.56
PROD01117,beauty,26,379,6,7961.43,,34.36,56.27
PROD01118,books,78,538,2,8642.73,39.8,15.24,75.34
PROD01119,toys,43,908,2,2962.51,71.93,8.54,30.73
PROD01120,toys,10,1453,9,5967.7,78.64,51.48,14.25
PROD01121,automotive,53,1041,9,3109.75,48.15,-10.0,73.81
PROD01122,toys,29,683,10,4620.95,68.17,35.49,47.82
PROD01123,automotive,11,792,5,8478.52,41.16,26.02,35.77
PROD01124,furniture,31,1677,6,8482.6,50.16,20.18,78.87
PROD01125,electronics,70,324,4,999999.0,6.28,23.81,78.76
PROD01126,beauty,61,1702,1,3270.72,34.9,59.89,36.69
PROD01127,beauty,59,1686,9,1483.93,39.29,42.87,35.19
PROD01128,fashion,20,1223,9,4339.15,73.46,12.51,21.95
PROD01129,books,29,1458,10,1909.82,97.41,19.49,67.38
PROD01130,books,23,224,2,2749.49,83.07,30.63,34.04
PROD01131,kitchen,56,1995,2,5208.3,55.65,51.37,74.48
PROD01132,office,22,1110,5,2234.76,43.39,28.79,61.26
PROD01133,books,48,1747,3,1836.91,97.98,55.21,21.93
PROD01134,electronics,23,1223,8,2922.17,12.23,19.73,63.61
PROD01135,fashion,36,344,4,4965.27,18.36,38.83,23.38
PROD01136,pet_supplies,51,231,10,5766.85,92.32,35.49,35.64
PROD01137,sports,79,347,1,5325.72,60.52,14.06,63.26
PROD01138,home_decor,57,1446,1,1954.98,30.72,50.77,64.65
PROD01139,automotive,31,691,4,8674.11,65.2,40.12,16.72
PROD01140,automotive,18,538,2,1727.61,59.45,18.29,65.81
PROD01141,electronics,63,979,10,8865.68,9.98,17.84,48.95
PROD01142,toys,34,475,1,5341.87,87.38,11.12,7.01
PROD01143,automotive,39,1611,6,4096.63,71.62,31.63,71.49
PROD01144,furniture,45,556,8,2112.62,30.68,56.27,25.75
PROD01145,pet_supplies,34,628,4,9108.58,95.21,43.8,22.58
PROD01146,books,18,707,1,3693.42,95.88,3.45,79.8
PROD01147,sports,66,1583,6,1285.1,25.24,42.46,75.78
PROD01148,beauty,59,421,3,7640.27,41.37,46.11,26.24
PROD01149,office,45,1585,5,1608.53,21.76,48.81,61.62
PROD01150,books,79,1910,6,1551.39,77.79,26.59,45.52
PROD01151,beauty,75,1420,7,8463.94,47.78,28.8,55.02
PROD01152,sports,55,1748,1,462.12,81.35,5.43,10.87
PROD01153,beauty,53,333,8,3214.33,66.48,35.39,33.77
PROD01154,toys,38,772,7,9599.49,37.18,30.45,38.61
PROD01155,electronics,43,663,4,7854.71,10.7,53.02,26.82
PROD01156, office ,49,1240,3,643.29,,48.01,15.07
PROD01157,toys,52,1397,6,3545.12,26.99,30.11,5.47
PROD01158,home_decor,61,1849,3,8747.31,81.07,45.0,31.44
PROD01159,sports,76,1374,8,3624.44,33.28,35.68,63.64
PROD01160,electronics,70,417,2,9875.95,7.26,33.3,60.46
PROD01161,automotive,28,1533,5,999999.0,39.37,40.65,32.38
PROD01162,home_decor,36,156,9,7401.5,44.8,25.02,13.52
PROD01163,toys,11,1484,5,3451.71,47.88,10.52,19.19
PROD01164,sports,33,820,1,9077.34,77.61,,64.26
PROD01165,toys,79,1892,7,5153.1,74.31,15.9,32.77
PROD01166,books,61,730,5,8879.06,63.22,5.16,43.59
PROD01167,beauty,21,792,6,1886.51,53.45,50.2,78.18
PROD01168,toys,46,503,5,9129.72,11.97,42.07,40.39
PROD01169,kitchen,21,253,10,660.55,65.73,47.69,78.24
PROD01170,furniture,51,1299,8,5652.24,73.38,26.59,58.64
PROD01171,home_decor,67,580,2,2233.07,73.48,5.02,18.05
PROD01172,automotive,47,288,6,1592.76,81.46,19.55,7.55
PROD01173,fashion,66,999,9,8914.17,7.69,34.59,30.76
PROD01174,office,57,1240,4,1392.14,8.85,16.89,58.92
PROD01175,sports,43,1176,4,5437.5,60.82,47.19,70.29
PROD01176,books,52,1578,4,6487.98,94.69,41.34,25.78
PROD01177,kitchen,24,153,10,1094.51,36.43,39.44,65.64
PROD01178,fashion,34,1029,5,4849.06,,4.41,40.54
PROD01179,pet_supplies,78,500,4,6378.13,16.34,39.17,30.43
PROD01180,toys,49,1391,6,6220.36,6.66,37.67,25.49
PROD01181,automotive,41,1174,10,3289.45,52.25,17.69,49.12
PROD01182,KITCHEN,23,1480,1,8778.04,11.6,49.73,36.7
PROD01183,sports,78,1991,10,5157.58,13.04,59.52,10.56
PROD01184,office,36,1120,5,2418.84,54.81,55.36,61.85
PROD01185,sports,71,562,8,576.99,30.67,44.44,61.13
PROD01186,automotive,35,1501,1,6229.14,9.77,45.02,36.95
PROD01187,electronics,14,246,4,4278.62,39.6,16.09,64.38
PROD01188,sports,18,933,7,5267.98,71.86,3.3,24.5
PROD01189,fashion,61,1813,1,1896.34,69.08,59.64,21.61
PROD01190,furniture,23,1041,10,4359.35,54.65,47.92,43.92
PROD01191,electronics,55,321,3,2888.0,18.93,13.68,5.7
PROD01192,kitchen,61,1028,9,1334.88,46.71,53.49,64.61
PROD01193,home_decor,64,744,10,9933.54,72.68,18.94,62.05
PROD01194,fashion,20,633,7,7959.1,97.61,21.49,67.36
PROD01195,toys,27,1515,6,3914.31,75.96,43.74,12.06
PROD01196,home_decor,61,207,5,2638.93,29.34,,70.37
PROD01197,fashion,43,1082,9,5515.25,75.8,9.75,27.1
PROD01198,pet_supplies,45,159,7,7613.65,59.0,9.11,73.07
PROD01199,home_decor,74,1900,6,1779.13,5.88,53.72,39.65
PROD01200,fashion,33,458,6,5134.8,12.77,53.12,32.19
PROD01201,kitchen,77,322,3,6219.25,32.11,26.21,36.65
PROD01202,kitchen,51,1725,9,830.02,21.33,44.44,66.27
PROD01203,fashion,21,1401,9,3468.35,42.59,17.34,24.62
PROD01204,office,14,1148,8,2669.66,48.04,59.63,40.11
PROD01205,kitchen,39,1859,2,9374.44,68.21,29.01,8.47
PROD01206,sports,15,1672,4,5010.42,12.95,10.68,9.44
PROD01207,sports,11,666,2,4362.32,8.26,34.13,72.02
PROD01208,furniture,64,524,6,3777.89,,52.08,37.48
PROD01209,toys,62,840,4,8686.17,34.42,9.07,8.21
PROD01210,sports,64,277,2,5536.52,64.27,55.71,64.71
PROD01211,beauty,74,372,7,720.29,82.05,41.96,61.03
PROD01212,fashion,31,354,7,2729.18,24.47,57.11,6.31
PROD01213,fashion,34,1264,7,3668.99,42.22,31.1,71.28
PROD01214,automotive,68,967,7,9467.9,11.43,49.66,14.55
PROD01215,office,15,429,4,3954.08,86.17,3.66,7.2
PROD01216,furniture,14,620,6,2465.97,16.21,29.97,63.42
PROD01217,electronics,10,1280,7,1607.68,12.77,10.41,70.68
PROD01218,office,66,538,9,1297.64,13.19,40.36,63.42
PROD01219,furniture,68,343,1,5520.29,91.53,18.07,77.26
PROD01220,,26,1046,3,9202.11,76.89,12.65,51.81
PROD01221,SPORTS,13,1726,9,5521.39,7.46,,62.52
PROD01222,home_decor,49,316,5,614.02,52.53,7.78,6.82
PROD01223,electronics,74,1572,2,7399.01,85.98,2.61,60.72
PROD01224, fashion ,69,1236,6,8373.05,5.01,28.4,45.79
PROD01225,pet_supplies,77,1779,3,6973.91,56.59,50.45,69.15
PROD01226,pet_supplies,48,52,7,8585.06,6.61,13.95,75.82
PROD01227,toys,58,1650,5,9566.78,44.49,40.89,28.87
PROD01228,furniture,51,1953,6,709.05,63.89,10.26,17.58
PROD01229,toys,41,1433,1,2001.19,5.24,9.54,74.1
PROD01230,office,57,613,2,4353.67,56.67,30.17,60.77
PROD01231,toys,40,1946,8,516.95,41.38,32.74,18.73
PROD01232,kitchen,33,514,8,6244.89,71.68,42.32,62.63
PROD01233,kitchen,48,1013,3,169.18,26.31,25.87,47.17
PROD01234,toys,40,1669,8,6906.78,27.3,51.71,
PROD01235,beauty,55,1468,2,503.16,6.34,57.71,34.14
PROD01236,toys,50,1402,6,3284.92,79.11,15.98,12.88
PROD01237,sports,42,1650,2,9445.33,80.72,34.04,30.2
PROD01238,kitchen,57,1964,1,999999.0,51.46,38.15,38.7
PROD01239,sports,67,1393,2,-500.0,92.72,18.42,19.58
PROD01240,automotive,48,899,6,1394.01,82.52,25.86,59.51
PROD01241,electronics,20,1705,5,3542.62,89.4,21.25,23.13
PROD01242,automotive,44,1110,10,8251.94,73.92,35.31,74.14
PROD01243,pet_supplies,68,1714,4,6493.63,14.74,25.69,22.26
PROD01244,electronics,43,981,7,8940.0,69.07,18.71,11.1
PROD01245,electronics,78,528,9,6927.71,14.52,54.53,49.87
PROD01246,office,35,366,5,9878.79,57.92,36.1,14.86
PROD01247,electronics,22,140,3,5187.94,20.15,30.92,31.38
PROD01248,beauty,20,561,1,1548.31,64.97,12.9,50.95
PROD01249,sports,80,1781,2,1529.12,64.62,5.46,31.77
PROD01250,fashion,67,1440,9,496.48,31.45,42.84,59.06
PROD01251,automotive,34,1647,2,9571.21,72.97,41.59,30.27
PROD01252,sports,21,736,5,6514.2,8.59,16.07,65.18
PROD01253,home_decor,52,341,4,4414.52,45.53,26.28,5.87
PROD01254,office,33,236,4,6646.17,79.01,3.54,36.88
PROD01255,automotive,60,55,6,152.67,93.26,52.15,70.73
PROD01256,beauty,31,1912,2,4425.91,64.16,15.92,25.84
PROD01257,automotive,26,1370,5,259.44,,5.73,57.83
PROD01258,furniture,44,469,7,8425.64,52.38,58.69,15.85
PROD01259,home_decor,33,1897,7,9848.76,9.22,21.33,26.39
PROD01260,kitchen,55,1658,8,2374.13,89.42,27.33,9.04
PROD01261,home_decor,31,661,5,4857.8,93.15,6.73,25.48
PROD01262,sports,13,713,10,3334.95,10.46,44.04,77.31
PROD01263,beauty,47,921,9,6125.95,83.17,31.04,8.97
PROD01264,toys,25,680,9,9989.42,63.29,31.93,21.54
PROD01265,toys,18,1508,2,6106.29,42.6,49.07,43.17
PROD01266,fashion,64,218,5,6513.2,68.58,6.04,31.44
PROD01267,furniture,26,1515,9,3477.7,,55.01,27.38
PROD01268,office,16,1318,2,2517.5,66.7,37.23,49.17
PROD01269, home_decor ,68,328,9,2668.66,12.22,21.04,61.11
PROD01270,office,24,1239,8,6774.11,81.21,9.7,27.61
PROD01271, toys ,20,1159,7,3360.56,13.64,18.61,28.05
PROD01272,electronics,29,1872,9,382.93,,35.05,55.98
PROD01273,pet_supplies,76,1339,8,4394.57,30.44,,57.49
PROD01274,office,76,362,3,5571.26,10.19,20.19,69.1
PROD01275,fashion,45,1824,10,3902.27,38.54,47.39,
PROD01276,toys,55,1036,8,4618.25,88.56,55.01,64.08
PROD01277,electronics,52,1801,2,7280.99,28.65,51.97,71.12
PROD01278,office,78,472,9,8198.34,47.59,40.23,44.05
PROD01279,,16,1394,9,-500.0,12.74,48.02,58.12
PROD01280,office,61,1163,1,5581.57,24.31,4.4,14.66
PROD01281,toys,77,596,9,5398.05,19.23,25.8,49.47
PROD01282,toys,66,555,7,4431.1,75.96,55.5,65.93
PROD01283,pet_supplies,65,1620,3,8354.74,22.26,11.9,38.71
PROD01284,beauty,11,453,5,5980.32,6.34,35.7,16.87
PROD01285,electronics,19,1438,9,4807.42,71.08,56.82,31.98
PROD01286,home_decor,28,868,8,7599.79,71.94,47.23,22.78
PROD01287,automotive,79,338,1,9235.62,82.27,9.75,78.13
PROD01288,SPORTS,10,1957,2,434.86,95.55,53.53,77.83
PROD01289,kitchen,54,99,6,8538.24,47.8,58.48,47.11
PROD01290,furniture,35,1618,1,2053.05,74.73,36.56,23.04
PROD01291,sports,46,602,10,4085.77,65.8,34.76,33.5
PROD01292,sports,20,763,10,5995.08,43.98,2.93,19.01
PROD01293,books,76,1561,4,4876.82,84.58,11.7,17.51
PROD01294,books,60,1521,8,9956.21,32.55,47.46,58.63
PROD01295,office,21,1631,8,5333.79,85.9,14.96,58.26
PROD01296,,72,1329,4,2644.59,48.01,44.96,70.14
PROD01297,sports,43,374,7,3604.6,85.97,49.09,15.76
PROD01298,furniture,14,144,2,8776.32,13.87,33.02,23.05
PROD01299,pet_supplies,40,499,8,3025.43,76.51,14.15,25.78
PROD01300,furniture,46,796,2,9976.99,55.58,42.0,67.04
PROD01301,automotive,39,1216,3,7117.15,44.78,53.73,
PROD01302,books,49,391,9,4402.84,77.33,29.18,56.94
PROD01303,automotive,22,1783,5,6057.88,73.42,54.01,39.06
PROD01304,furniture,10,1640,3,1663.81,18.19,53.2,24.84
PROD01305,,65,1781,9,2605.1,20.35,49.12,13.47
PROD01306, pet_supplies ,44,1664,5,3969.84,71.69,43.07,41.3
PROD01307,automotive,62,110,2,4570.57,86.78,40.5,42.32
PROD01308,automotive,14,1804,3,5876.1,80.95,5.63,15.54
PROD01309,beauty,72,180,4,3365.89,49.22,5.34,21.69
PROD01310,automotive,55,625,2,7071.73,7.07,9.91,37.47
PROD01311,kitchen,59,652,4,2210.04,93.66,8.03,77.09
PROD01312,office,16,1598,5,6058.16,70.07,41.55,13.21
PROD01313,home_decor,23,1471,8,2762.98,11.03,20.05,5.13
PROD01314,home_decor,29,1789,9,2473.56,28.6,6.96,34.81
PROD01315,automotive,28,452,9,2527.36,62.27,27.05,62.53
PROD01316,automotive,46,431,9,7039.19,13.39,58.11,53.37
PROD01317,office,67,1787,4,9124.72,80.02,35.44,27.74
PROD01318,automotive,35,1653,2,6865.8,72.97,17.63,43.48
PROD01319,beauty,34,1216,5,842.53,35.68,40.05,69.24
PROD01320,electronics,24,738,10,2164.88,31.2,47.63,72.25
PROD01321,automotive,61,1213,8,6637.5,35.0,41.44,71.91
PROD01322,office,61,1871,7,3298.1,58.95,56.1,74.52
PROD01323,home_decor,13,1962,4,6679.41,38.56,10.81,29.89
PROD01324,home_decor,44,114,9,478.19,23.91,53.53,55.2
PROD01325,beauty,35,201,8,9929.18,56.34,38.71,51.43
PROD01326,pet_supplies,50,112,4,2453.93,53.84,54.4,65.97
PROD01327,AUTOMOTIVE,80,573,3,8242.17,66.56,40.07,71.57
PROD01328,furniture,12,1355,2,4266.2,34.28,7.68,59.21
PROD01329,electronics,44,562,2,8276.77,82.15,9.0,9.17
PROD01330, kitchen ,15,1858,1,1978.14,41.27,52.54,48.64
PROD01331,books,31,1880,4,7387.78,85.69,9.04,25.86
PROD01332,,28,1994,4,7655.99,41.65,42.07,71.95
PROD01333,fashion,53,1748,3,7154.63,50.2,58.08,19.05
PROD01334,office,59,499,3,8048.79,5.77,20.28,27.94
PROD01335,PET_SUPPLIES,25,513,3,719.97,43.54,21.4,48.03
PROD01336,kitchen,23,1262,5,6792.99,31.68,20.75,60.6
PROD01337,office,26,461,3,8230.66,75.78,54.6,28.11
PROD01338,kitchen,12,1527,5,5943.34,90.24,19.97,29.71
PROD01339,office,56,376,2,2229.35,94.33,20.28,13.98
PROD01340,BEAUTY,73,82,7,3292.75,23.79,4.35,33.54
PROD01341,electronics,52,1980,2,259.13,94.99,51.93,24.34
PROD01342,kitchen,77,302,1,3056.35,52.17,19.47,31.21
PROD01343,sports,75,932,7,5342.54,60.74,56.52,76.18
PROD01344,toys,20,572,9,6935.23,26.66,25.68,79.8
PROD01345, books ,32,980,6,5546.14,33.71,22.79,55.88
PROD01346,office,68,1557,10,8415.03,29.27,4.17,29.96
PROD01347,sports,79,653,9,193.21,54.91,27.41,78.35
PROD01348,electronics,23,540,9,544.13,42.76,33.07,36.9
PROD01349,home_decor,21,1307,1,9310.46,19.73,6.82,24.61
PROD01350,sports,15,1359,9,8292.76,26.14,17.15,38.05
PROD01351, automotive ,41,1533,3,5812.81,79.86,43.31,37.0
PROD01352,beauty,57,1696,1,3982.59,75.41,18.16,25.25
PROD01353, toys ,30,1794,9,3714.07,70.91,42.44,52.07
PROD01354,pet_supplies,50,1514,8,4554.6,25.6,-10.0,32.54
PROD01355,toys,26,1533,4,5499.43,87.24,10.32,23.78
PROD01356,pet_supplies,27,1977,3,1287.13,17.45,14.32,29.73
PROD01357,pet_supplies,57,1463,10,1602.31,16.64,21.64,62.06
PROD01358,home_decor,44,1937,8,1242.69,51.36,36.58,72.68
PROD01359,toys,26,731,2,8984.05,43.32,50.82,58.28
PROD01360,beauty,67,344,9,252.6,30.92,53.53,15.49
PROD01361,electronics,38,1938,4,9061.46,95.1,28.2,61.56
PROD01362,toys,55,1296,3,9408.11,82.3,34.87,61.27
PROD01363,pet_supplies,20,1200,7,1335.56,52.72,47.23,46.44
PROD01364,office,18,112,5,8372.95,22.24,29.79,
PROD01365,electronics,49,1805,6,9153.71,82.37,22.48,53.61
PROD01366,pet_supplies,46,1463,4,1281.58,21.6,46.43,50.67
PROD01367,sports,66,941,10,-500.0,97.93,26.62,51.16
PROD01368,beauty,71,234,9,6765.82,56.32,5.91,25.9
PROD01369,electronics,24,1091,5,2910.01,95.32,12.73,55.63
PROD01370,home_decor,77,1425,6,2671.67,23.68,59.97,76.12
PROD01371,pet_supplies,79,1717,6,6726.93,55.94,2.96,47.99
PROD01372,electronics,57,808,1,1973.21,35.44,38.04,71.54
PROD01373,fashion,15,508,9,6965.9,94.16,22.45,58.03
PROD01374,home_decor,34,1703,10,5776.71,32.0,11.81,43.79
PROD01375,beauty,49,280,3,297.24,55.42,40.05,12.49
PROD01376,electronics,42,661,8,9400.01,63.98,10.23,29.83
PROD01377,sports,54,1174,5,6898.56,76.82,37.39,25.7
PROD01378,office,64,863,6,3076.06,61.98,29.23,33.82
PROD01379,electronics,27,363,10,2154.02,19.84,2.76,68.26
PROD01380,office,30,1322,1,1865.98,62.09,47.19,36.77
PROD01381,home_decor,56,268,8,6862.99,74.15,19.56,14.12
PROD01382,kitchen,25,89,7,6852.91,71.71,53.44,26.91
PROD01383,books,39,72,2,9448.26,49.71,31.81,36.17
PROD01384,automotive,55,228,10,8478.11,43.59,13.41,77.88
PROD01385,automotive,70,798,5,6961.7,47.44,30.3,12.61
PROD01386,books,54,1377,2,5404.32,10.98,48.34,16.72
PROD01387,,28,87,10,6359.92,73.95,34.59,51.51
PROD01388,automotive,62,105,6,5994.45,80.97,54.16,30.59
PROD01389,toys,32,1067,9,2866.08,26.35,16.46,47.95
PROD01390,toys,61,330,9,3673.42,64.66,7.43,67.67
PROD01391,electronics,47,982,8,8570.18,97.95,41.92,5.65
PROD01392,kitchen,67,540,3,-500.0,56.86,18.64,28.18
PROD01393,automotive,71,1491,7,4072.92,63.48,46.48,74.18
PROD01394,home_decor,48,464,7,6010.86,41.36,27.92,39.59
PROD01395,books,25,1662,9,565.64,96.79,-10.0,79.69
PROD01396,sports,43,499,3,4442.15,54.6,22.84,30.51
PROD01397,fashion,12,87,10,4722.66,47.6,56.99,76.35
PROD01398,electronics,15,1283,8,2403.05,38.85,6.24,52.39
PROD01399,home_decor,32,896,4,9620.01,49.9,55.29,38.99
PROD01400,furniture,68,1705,6,9539.28,24.42,27.04,7.01
PROD01401,fashion,36,778,6,5903.73,49.96,48.3,58.96
PROD01402,sports,11,99,4,2532.47,58.93,58.53,5.05
PROD01403,automotive,79,1730,4,9502.29,73.56,3.07,19.72
PROD01404,sports,39,831,2,1702.87,10.27,49.35,28.59
PROD01405,sports,21,809,1,8690.46,45.04,4.17,40.15
PROD01406,fashion,54,1559,4,8537.44,82.89,42.37,8.29
PROD01407,home_decor,42,1426,5,279.48,99.67,25.42,52.66
PROD01408,fashion,54,407,8,7990.79,39.75,31.51,79.46
PROD01409,sports,65,903,7,804.27,56.95,15.2,44.07
PROD01410,automotive,11,259,4,4225.96,70.7,28.09,41.64
PROD01411,automotive,10,1738,4,1925.82,98.6,3.12,46.74
PROD01412,automotive,78,1977,5,5456.5,68.15,12.33,46.49
PROD01413,toys,13,1571,5,3425.84,83.49,51.14,20.48
PROD01414,office,77,605,9,7663.03,9.28,29.36,43.33
PROD01415,electronics,76,106,5,8377.13,57.23,39.65,23.65
PROD01416,automotive,60,1299,10,8112.61,64.08,53.68,49.53
PROD01417,home_decor,16,504,2,2282.91,66.4,12.94,61.6
PROD01418,kitchen,69,403,4,7224.41,75.19,27.78,58.34
PROD01419,,67,1309,4,2842.55,81.55,55.05,46.75
PROD01420,books,62,1305,9,5671.49,58.88,3.33,57.29
PROD01421,electronics,38,545,7,4548.95,25.19,37.52,73.88
PROD01422,furniture,37,153,6,7772.58,92.17,38.82,16.48
PROD01423,books,52,1988,2,7217.65,41.14,50.35,7.81
PROD01424,books,30,1443,1,661.43,20.97,55.92,47.64
PROD01425,sports,75,968,1,881.05,54.28,9.15,9.44
PROD01426,toys,49,185,2,5018.5,22.11,2.39,28.97
PROD01427,office,12,1447,1,7775.92,80.2,25.6,53.83
PROD01428,beauty,35,1176,2,2250.35,64.12,38.47,12.02
PROD01429,fashion,59,1727,7,3203.45,81.04,22.29,14.22
PROD01430,FASHION,51,1037,2,7729.28,19.75,51.08,10.9
PROD01431,TOYS,30,308,1,7679.87,26.0,10.38,19.2
PROD01432,pet_supplies,70,1318,1,4756.74,37.1,35.82,70.0
PROD01433,office,38,961,3,8010.24,73.89,23.27,30.07
